Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Xabi Alonso,Real Madrid,37,M(C),23(3),2027,-,1,0.3,0.8,-,1.3,-,0.5,0.3,7.07
Diego Colotto,Espanyol,38,D(C),30(1),2731,4,1,0.7,0.1,0.3,0.5,0.1,0.3,0.3,7.07
Jeremy Mathieu,Valencia,35,D(CL),32,2824,3,-,0.5,0.3,0.3,0.6,-,0.2,0.2,7.07
Xavi,Barcelona,39,DMC,26(4),2256,3,2,1.1,1.6,0.4,0.6,-,0.5,0.6,7.06
Juanfran,Atletico Madrid,34,D(R),35,3150,-,4,0.2,0.8,0.9,0.8,0.2,0.6,0.7,7.06
Stefan Mitrovic,Real Valladolid,29,D(C),16,1440,-,-,0.2,0.2,0.6,0.4,0.1,0.1,0.1,7.06
Antonio Cotán,Sevilla,23,Midfielder,2,180,-,-,-,0.5,2,2.5,-,0.5,-,7.06
Hicham Khaloua,Almeria,24,Forward,0(1),3,1,-,1,-,-,-,-,-,-,7.06
Oriol Riera,Osasuna,32,FW,35(2),3022,13,-,2.1,0.9,0.4,1.8,0.8,1.2,1.8,7.05
Andreu Fontàs,Celta Vigo,29,"D(C),DMC",35,3092,-,-,0.3,0.2,0.4,0.5,-,0.1,0.3,7.05
Roberto Fernández,Granada,40,GK,32,2880,-,-,-,0.2,-,0.1,-,-,0.2,7.04
David López,Espanyol,29,"D(C),DMC",33,2859,2,1,1,0.5,0.6,1.2,0.1,1.1,0.5,7.04
Saúl Ñíguez,Rayo Vallecano,24,"D(CL),M(CLR)",34,3009,2,1,1.6,0.2,0.8,0.8,-,0.8,0.8,7.04
Simao Mate,Levante,30,"D(C),M(C)",30(1),2581,1,-,0.4,0.2,0.2,1.2,0.1,0.5,0.4,7.04
Mikel San José,Athletic Bilbao,30,"D(C),DMC",19(6),1799,5,1,0.8,0.2,0.1,0.3,-,0.2,0.2,7.04
Marc Valiente,Real Valladolid,32,D(C),27(2),2384,1,1,0.4,0.2,0.1,0.4,-,0.1,0.1,7.04
Giovani dos Santos,Villarreal,30,"AM(CLR),FW",26(4),2205,10,8,1.9,1.4,0.9,1.3,1.2,1.3,1,7.03
Cani,Villarreal,37,M(CLR),24(1),1993,3,5,1,1.2,1.4,1.2,0.2,1,0.7,7.03
Juanfran,Levante,42,D(CL),35,3106,-,1,0.2,0.5,0.5,1.4,-,0.4,0.5,7.03
Sergio Sánchez,Malaga,33,D(CR),26(1),2330,-,1,0.4,0.1,0.1,0.7,0.2,0.1,0.2,7.03
Charles,Celta Vigo,35,FW,29(1),2349,12,3,2.2,1.1,0.3,2,0.6,1.3,1.2,7.02
Jordi Figueras,Real Betis,32,D(C),20(5),2003,1,-,0.4,0.2,0.1,0.5,-,0.2,0.2,7.02
Adil Rami,Valencia,33,D(C),3,270,-,-,1,-,0.7,0.7,-,0.3,0.3,7.02
Coke,Sevilla,32,"D(CLR),M(R)",23(2),2081,3,1,0.8,0.3,0.9,0.9,0.2,0.7,0.8,7.01
Carlos Bacca,Sevilla,32,FW,27(7),2290,14,5,1.9,1,0.9,0.6,1.2,1.1,1,7.01
Weligton,Malaga,39,D(C),15(1),1278,1,-,0.1,0.1,0.1,1.1,0.1,0.1,0.3,7.01
Jordan Loties,Osasuna,34,"D(C),DMC",30,2637,-,-,0.4,0.1,0.3,0.3,-,0.2,0.1,7.01
Alejandro Gálvez,Rayo Vallecano,30,"D(C),M(C)",26,2220,2,1,0.9,0.1,0.2,0.4,0.1,0.3,0.4,7.01
Damiá,Osasuna,37,D(LR),32(2),2830,-,1,0.5,0.4,0.4,0.6,0.1,0.6,0.6,7.00
Nordin Amrabat,Malaga,32,"M(CLR),FW",15,1314,2,4,2.1,1.7,2.3,2,1.7,3.3,2,7.00
Sergio García,Espanyol,36,"M(CLR),FW",37,3259,11,8,2,1.9,1.8,1.5,0.4,3.5,2.9,7.00
Markel Bergara,Real Sociedad,33,M(C),32,2729,1,2,0.5,0.3,-,1.3,-,0.3,0.1,7.00
Rubén Pérez,Elche,30,M(C),31,2716,-,-,1,0.4,0.6,1.7,-,0.5,0.8,6.99
Miku,Getafe,33,FW,3(2),292,2,1,1.2,0.8,0.8,0.4,0.8,2.4,1,6.99
Jesús Rueda,Real Valladolid,32,D(C),33(1),2976,1,-,0.3,0.3,-,0.8,0.1,0.2,0.2,6.99
Juan Bernat,Valencia,26,"D(L),M(CL)",26(6),2484,1,2,0.3,0.6,1.4,0.8,0.1,0.4,0.7,6.99
Mario Gaspar,Villarreal,28,"D(CR),M(R)",36,3240,1,1,0.7,0.4,0.4,0.3,-,0.5,0.4,6.99
Verza,Almeria,32,M(C),34,2936,8,3,1.1,1.4,0.5,0.9,0.1,0.6,0.4,6.98
Ikechukwu Uche,Villarreal,35,FW,19(7),1657,13,2,1.6,0.9,0.4,2.2,0.5,1.3,1.3,6.98
Loukas Vyntra,Levante,38,D(CR),31(2),2745,2,-,0.2,0.1,0.4,0.6,-,0.4,0.3,6.98
Brayan Angulo,Granada,29,D(L),33(1),2938,-,1,0.2,0.2,1.6,0.4,-,0.4,0.5,6.98
Jaime,Real Valladolid,38,GK,10,900,-,-,-,-,0.1,0.2,-,-,0.1,6.98
Vitolo,Sevilla,29,M(CLR),25(4),2198,4,6,1.1,1.3,1.1,1.7,0.2,1.5,0.9,6.97
Raúl García,Atletico Madrid,32,"M(CLR),FW",18(16),1710,9,3,1.8,0.5,0.2,1.3,0.3,0.7,0.9,6.97
Joan Oriol,Osasuna,32,D(L),8(3),742,-,-,0.4,0.5,0.5,0.7,-,0.5,0.7,6.96
Tiago Ilori,Granada,26,D(C),9,810,-,1,0.3,0.2,0.2,0.3,-,-,0.2,6.96
Hernán Pellerano,Almeria,35,D(C),13,1061,-,-,0.2,0.2,0.2,0.2,-,-,-,6.96
Lisandro López,Getafe,29,D(C),26,2202,3,1,0.6,0.2,0.2,0.5,0.2,0.2,0.1,6.96
Jonny,Celta Vigo,25,"D(CLR),M(L)",23(3),2166,-,2,0.3,0.5,0.7,0.5,-,0.4,0.6,6.96
Javi Guerra,Real Valladolid,37,FW,37,3161,15,1,2.3,0.6,0.4,2.2,1.1,2.4,1.8,6.96
Arda Turan,Atletico Madrid,32,AM(CLR),22(8),1932,3,4,1.1,1.1,1.3,1.4,0.1,2.1,1.3,6.96
Sofiane Feghouli,Valencia,29,M(CR),22(10),2067,4,8,1.5,1.1,1.2,1.3,0.2,1.2,1.6,6.96
Rafa,Getafe,34,D(CL),26(3),2334,-,1,0.3,-,0.1,0.6,0.1,0.1,0.2,6.95
Éver Banega,Valencia,31,M(C),14(4),1156,1,3,1.1,1.6,2,1.7,0.2,1.6,0.9,6.95
Roberto Trashorras,Rayo Vallecano,38,M(C),36(1),3152,1,7,1.4,2.3,0.7,1.9,0.1,1.7,1,6.95
Ibai Gómez,Athletic Bilbao,29,AM(LR),6(12),685,8,2,2.6,1.3,0.7,0.6,0.1,1.1,1.2,6.94
Víctor Valdés,Barcelona,37,GK,26,2278,-,-,-,-,-,0.1,-,-,-,6.94
Anaitz Arbilla,Rayo Vallecano,32,D(CLR),26(4),2384,1,-,0.5,0.5,0.6,0.5,-,0.7,0.8,6.94
Willy Caballero,Malaga,37,GK,38,3420,-,-,-,-,-,0.1,-,-,0.1,6.94
Cristhian Stuani,Espanyol,32,"AM(CLR),FW",28(6),2574,6,2,1.5,0.6,0.6,1.8,0.3,1.6,1.4,6.94
Jeison Murillo,Granada,27,D(C),32,2838,1,1,0.7,0.1,0.4,0.8,0.1,0.1,0.3,6.94
Esteban,Almeria,44,GK,38,3420,-,-,-,0.1,0.1,0.2,-,-,-,6.93
David Navarro,Levante,39,D(C),29,2521,1,-,0.4,0.1,0.1,0.5,-,0.1,0.2,6.93
Héctor Moreno,Espanyol,31,D(CL),32,2809,1,2,0.3,0.2,0.2,0.6,0.1,0.3,0.2,6.93
Nélson,Almeria,36,D(R),14,1185,-,-,-,0.2,0.9,0.6,0.1,1,0.9,6.93
Rafita,Almeria,36,D(R),24(2),2223,-,2,0.1,0.7,0.2,0.6,0.1,0.3,0.8,6.93
Hugo Mallo,Celta Vigo,28,"D(CR),M(R)",32(1),2838,-,1,0.6,0.6,0.5,0.5,-,0.4,0.6,6.93
Javier Aquino,Villarreal,29,AM(R),18(9),1695,1,4,0.7,1,1.1,1.3,0.3,1.1,1,6.93
Pedro León,Getafe,32,M(LR),33(3),2889,7,4,1.9,1.5,1.4,1.2,0.1,1.3,1.2,6.93
Aleix Vidal,Almeria,29,"D(R),M(LR)",36(2),3133,6,3,1.6,1.1,1.7,1.9,0.2,1.5,1.5,6.93
Alfred N'Diaye,Real Betis,29,"D(C),M(C)",16,1413,-,1,0.9,0.9,1.3,0.9,-,0.9,0.5,6.93
Borja Fernández,Getafe,38,M(C),24(4),1967,-,2,0.9,0.4,-,1.2,0.1,0.2,0.4,6.92
Asier Illarramendi,Real Madrid,29,M(C),15(14),1397,2,1,0.3,0.7,0.4,1,-,0.4,0.4,6.92
Roque Santa Cruz,Malaga,37,FW,24(7),2140,6,2,1.6,1,0.6,0.8,0.3,1.5,1.4,6.92
Alberto Moreno,Sevilla,26,"D(L),M(L)",27(1),2409,3,-,0.8,0.6,1.2,1.1,0.1,0.6,0.8,6.92
Carlos Martínez,Real Sociedad,33,D(R),24,2116,-,-,0.1,0.4,0.3,1.1,-,0.2,0.5,6.92
Javi Fuego,Valencia,35,M(C),25(2),2236,2,-,0.5,0.3,0.2,0.9,-,0.4,0.7,6.91
Duda,Malaga,39,M(CLR),20(4),1750,2,5,1.8,2.2,0.8,1.5,0.1,1.7,1.1,6.91
Marc Bertrán,Osasuna,37,D(R),28(1),2454,-,3,0.3,0.6,1.1,0.7,-,0.4,0.5,6.91
Emiliano Armenteros,Osasuna,33,AM(CLR),27(2),2248,4,3,1.5,1.7,0.8,0.9,0.2,0.9,1.5,6.91
Andoni Iraola,Athletic Bilbao,37,"D(R),M(CR)",28(5),2606,1,4,0.4,0.8,0.4,0.3,0.1,0.8,0.7,6.91
Fernando Tissone,Malaga,32,M(C),25(1),2125,1,1,0.9,0.5,0.5,0.5,-,1,0.7,6.90
Damián Suárez,Elche,31,D(R),31,2760,1,1,0.7,1.2,0.8,1.3,-,0.4,0.3,6.90
Miguel Ángel Moyá,Getafe,35,GK,26,2310,-,-,-,-,-,0.1,-,-,0.1,6.89
Mario Suárez,Atletico Madrid,32,M(C),16(1),1362,-,-,0.6,0.2,0.4,1.1,0.2,0.6,0.7,6.89
Sidnei,Espanyol,29,D(C),11(1),1031,-,-,0.4,0.1,0.1,0.3,-,0.3,0.4,6.89
Roberto Lago,Getafe,33,D(L),16(3),1526,-,-,0.1,0.5,0.6,0.4,-,0.5,0.4,6.89
Raphael Varane,Real Madrid,26,D(C),12(2),1085,-,1,0.1,0.1,0.3,0.3,0.1,0.1,0.2,6.89
Íñigo Martínez,Real Sociedad,28,D(C),35,3123,2,-,0.7,0.2,0.2,0.7,0.1,0.2,0.1,6.89
Marcos Angeleri,Malaga,36,D(CR),25(1),2228,-,1,0.4,-,0.2,0.7,-,0.2,0.4,6.89
Dídac Vilá,Real Betis,30,D(L),11(1),917,-,1,0.3,0.5,0.7,1,-,0.8,0.8,6.88
Antonio Barragán,Valencia,32,"D(R),M(R)",17(3),1492,-,4,0.3,1.2,0.4,1.2,0.2,0.3,0.7,6.88
Salva Sevilla,Real Betis,35,M(CL),16(5),1356,4,4,1.6,1.9,0.5,1.3,-,1,1,6.88
José García,Osasuna,22,Forward,0(1),24,-,-,2,1,2,-,-,-,1,6.88
Youssef El-Arabi,Granada,32,"AM(C),FW",34(2),2801,12,2,2.6,0.8,0.9,2.1,1.1,2.4,2.3,6.88
Toby Alderweireld,Atletico Madrid,30,D(CR),10(2),906,1,-,0.4,-,0.1,0.5,-,0.2,0.3,6.87
Zé Castro,Rayo Vallecano,36,D(C),19,1702,-,1,0.1,0.6,0.2,0.2,0.1,0.1,0.4,6.87
Esteban Granero,Real Sociedad,31,M(CLR),2(2),247,-,1,0.5,0.8,1,2.3,-,0.5,1,6.87
Manuel Iturra,Granada,35,DMC,34,2956,1,-,0.2,0.4,0.6,0.9,-,0.8,0.6,6.86
Ricardo Costa,Valencia,38,D(C),20,1717,3,-,0.7,0.2,0.2,0.5,0.1,-,0.1,6.86
Jonas,Valencia,35,"AM(CLR),FW",23(8),2097,10,1,2.8,0.7,0.6,1,0.5,1.1,1.2,6.86
Javi Varas,Sevilla,36,GK,5(1),495,-,-,-,-,-,0.2,-,-,-,6.86
José Carlos Fernández,Rayo Vallecano,31,M(LR),1(2),125,-,-,1.7,0.7,1.3,2,-,1.7,1,6.86
Nacho,Real Betis,39,D(L),15(1),1306,-,-,0.3,0.7,0.5,0.6,0.1,0.8,0.7,6.86
Íñigo López,Celta Vigo,36,D(C),5(4),565,1,-,0.2,-,0.1,0.6,0.1,0.1,-,6.86
Ion Ansotegi,Real Sociedad,36,D(C),18(6),1787,2,-,0.5,0.2,-,0.5,-,-,0.1,6.86
David Villa,Atletico Madrid,37,"AM(L),FW",32(4),2431,13,4,2.1,0.8,0.3,0.9,0.8,1.6,1.4,6.85
Álvaro Arroyo,Getafe,30,D(R),16(1),1448,1,-,0.2,0.2,0.3,0.8,-,0.5,0.8,6.85
Fede Cartabia,Valencia,26,AM(CLR),16(9),1423,-,1,1.8,1.1,1.6,2.4,0.2,1.3,0.9,6.85
Joaquín Larrivey,Rayo Vallecano,34,FW,24(11),2415,12,4,1.9,0.7,0.1,0.9,0.7,0.8,1,6.85
Alberto de la Bella,Real Sociedad,33,D(L),16(1),1466,1,2,0.9,0.9,0.6,0.7,0.1,0.5,0.5,6.85
Alexandre Song,Barcelona,31,M(C),12(7),1123,-,-,0.2,0.3,0.3,0.5,-,0.7,0.4,6.85
Piti,Granada,38,M(CLR),20(6),1852,5,1,2.5,1.1,1.8,1.9,0.4,1.6,1.1,6.85
Bojan Jokic,Villarreal,33,"D(CL),M(L)",14(1),1236,-,1,0.2,0.5,0.5,0.4,0.1,0.4,0.1,6.84
Vitorino Antunes,Malaga,32,D(L),36,3185,-,2,0.9,0.9,0.6,0.8,0.1,0.8,0.8,6.84
Nico Pareja,Sevilla,35,D(C),23(2),1970,-,-,0.2,-,0.1,0.4,-,0.2,0.2,6.84
Víctor Ruiz,Valencia,30,D(C),8(3),770,1,-,0.2,-,0.3,0.3,0.1,0.3,0.3,6.84
Allan Nyom,Granada,31,"D(LR),M(R)",34,2869,-,2,0.3,0.6,1.1,1.1,-,0.3,0.5,6.83
Jaume Costa,Villarreal,31,"D(L),M(L)",26(2),2376,-,1,0.4,0.5,0.5,0.8,-,0.4,0.4,6.83
Jesús Gámez,Malaga,34,D(LR),28,2445,-,2,0.2,1,0.4,0.8,0.1,0.5,0.6,6.83
Manuel Molina,Espanyol,27,AM(R),0(1),31,-,1,-,2,-,-,-,-,1,6.83
José Antonio Reyes,Sevilla,35,M(CLR),15(5),1176,-,6,1.1,1.3,0.9,1.1,0.2,1.4,1.2,6.83
Diego Alves,Valencia,34,GK,27,2285,-,-,-,-,-,0.1,-,-,-,6.83
Álvaro Arbeloa,Real Madrid,36,D(LR),14(4),1322,-,-,0.1,0.8,0.1,1.3,0.3,0.8,0.8,6.83
David Barral,Levante,36,FW,25(7),2255,7,-,2,0.7,0.6,2.1,0.6,1.1,1.6,6.82
Roberto Torres,Osasuna,30,AM(CLR),25(8),2282,5,3,1.6,1.8,0.5,0.9,0.3,0.9,1.2,6.82
Mikel Rico,Athletic Bilbao,34,M(C),31(3),2600,5,1,0.8,0.4,0.6,1.4,0.1,1.3,0.9,6.81
Fábio Coentrão,Real Madrid,31,"D(L),M(LR)",8(2),661,-,-,0.3,0.5,0.5,0.5,0.3,0.4,0.3,6.81
Domingo Cisma,Elche,37,D(L),18(1),1608,-,1,0.3,1.1,0.3,0.4,0.1,0.2,0.7,6.81
Diego López,Real Madrid,37,GK,36,3240,-,-,-,-,-,-,-,-,-,6.81
Suso,Almeria,25,"AM(CLR),FW",26(7),2265,3,7,1.9,1,1.7,1,0.1,1.6,1.2,6.81
José Sosa,Atletico Madrid,34,M(CLR),4(10),433,-,5,0.4,1,0.5,0.6,0.1,0.6,0.6,6.81
Nacho,Real Madrid,29,D(CLR),8(4),812,-,1,0.2,0.5,0.1,0.8,0.1,0.3,0.3,6.80
Alberto Botía,Elche,30,D(C),33,2878,-,1,0.3,0.1,0.1,0.3,-,0.2,0.2,6.80
Moi Gómez,Villarreal,25,M(CLR),15(2),1187,2,3,1.4,0.8,0.8,0.9,0.2,1.4,1,6.80
Pape Malickou Diakhaté,Granada,35,D(C),14,1119,-,1,-,0.1,0.1,0.2,0.1,-,0.4,6.80
Ángel Trujillo,Almeria,31,D(C),36,3240,1,-,0.5,0.2,0.1,0.4,0.1,0.1,0.2,6.80
Andrés Guardado,Valencia,32,"D(L),M(CL)",12(4),1045,-,-,0.3,0.8,0.6,1.1,-,0.6,0.3,6.79
Hernán Pérez,Villarreal,30,M(LR),9(4),688,1,-,0.6,1,1.1,0.8,0.2,1.5,1.3,6.79
Antonio Rukavina,Real Valladolid,35,"D(LR),M(R)",34,3062,1,1,0.4,0.8,0.3,0.4,0.1,0.3,0.5,6.79
Flavio Ferreira,Malaga,27,D(C),14(2),1325,-,-,0.3,0.1,-,0.8,0.1,0.1,0.2,6.79
