Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Guram Kashia,Vitesse,31,D(C),34,3016,1,0.4,54.2,81.4,-,4.1,-,7.23
Jan-Arie van der Heijden,Feyenoord,31,D(C),29(2),2601,5,0.5,52.2,86.8,0.1,5.7,0.1,7.22
Terence Kongolo,Feyenoord,25,D(CL),22(1),1824,2,0.3,40.9,82.3,0.2,2.3,-,7.21
Nick Viergever,Ajax,29,"D(CL),DMC",27(2),2456,2,0.6,66.8,88.1,0.2,3.4,-,7.21
Ridgeciano Haps,AZ Alkmaar,26,D(L),33,2914,2,0.6,33.4,73.2,0.2,3.4,-,7.19
Ricky van Wolfswinkel,Vitesse,30,FW,32,2764,5,1.2,20.9,75,-,0.4,-,7.19
Héctor Moreno,PSV Eindhoven,31,D(CL),32,2831,2,0.5,70,88,0.3,7,-,7.19
Justin Kluivert,Ajax,20,AM(LR),7(7),786,4,1.4,13.2,82.2,0.7,0.6,0.1,7.18
Dirk Kuyt,Feyenoord,38,"M(CLR),FW",27(4),2258,4,1.4,36.4,74.9,0.3,1.1,0.1,7.17
Gastón Pereiro,PSV Eindhoven,24,AM(CLR),26(4),2167,2,1.1,26.7,79.1,0.7,0.6,-,7.15
Joost van Aken,SC Heerenveen,25,D(CL),26,2317,-,0.2,60.9,84.5,-,6,-,7.14
Kristoffer Peterson,Heracles,24,AM(CLR),13(2),1132,1,1.2,25.3,83.9,0.6,0.9,0.1,7.13
Mimoun Mahi,FC Groningen,25,"AM(CLR),FW",30(2),2570,3,1,22.3,75.3,0.3,0.3,-,7.13
Markus Henriksen,AZ Alkmaar,26,M(C),3,198,-,0.7,11,57.6,0.7,0.3,-,7.10
Benjamin van Leer,Roda,27,GK,34,3060,-,-,35.6,57.6,-,12.5,-,7.10
Nicolas Isimat-Mirin,PSV Eindhoven,27,D(C),27(1),2450,-,0.1,57,92,-,2.3,-,7.10
Calvin Stengs,AZ Alkmaar,20,AM(R),3(2),312,1,1.2,18.2,81.3,0.4,0.6,0.4,7.09
Jetro Willems,PSV Eindhoven,25,"D(L),DMC,M(L)",24(1),2003,2,1.6,41.6,82.9,1.4,2.9,-,7.09
Christian Kum,Roda,33,D(CLR),30(1),2672,1,0.3,36.3,80.3,0.1,4.5,-,7.09
Marvelous Nakamba,Vitesse,25,M(C),31,2781,1,0.5,50.4,85,-,3.1,-,7.08
Willem Janssen,FC Utrecht,32,"D(C),M(C)",35(1),3107,1,0.3,55.9,87.8,-,5.2,-,7.08
Michael Verrips,Sparta Rotterdam,22,Goalkeeper,1,90,-,-,23,30.4,-,2,-,7.08
Bart Ramselaar,FC Utrecht,23,AM(CL),2,163,-,2,30,80,0.5,1.5,-,7.07
Jeroen van der Lely,Twente,23,D(LR),25(2),2199,-,0.4,31.7,79.3,-,2.1,-,7.06
Sofyan Amrabat,FC Utrecht,22,DMC,32(2),2823,5,0.9,43.4,82.2,0.5,3.7,0.1,7.06
Samuel Armenteros,Heracles,29,"AM(R),FW",28(1),2511,1,0.9,21.9,79.7,0.2,0.6,-,7.05
Rick Karsdorp,Feyenoord,24,D(R),29(1),2541,4,1.4,55.6,80.7,1,6.4,0.1,7.05
Milot Rashica,Vitesse,23,"AM(LR),FW",31(2),2542,10,1.7,17.9,72.9,1,0.4,-,7.04
Milan Massop,Excelsior,25,D(L),13(2),1206,-,0.1,27.3,72.4,0.3,2.9,-,7.03
Stijn Schaars,SC Heerenveen,35,DMC,19(3),1738,-,1.3,68.5,82.3,0.6,8.5,-,7.03
Joshua Brenet,PSV Eindhoven,25,"D(LR),M(R)",13(7),1263,2,0.8,34.1,86.5,0.5,2.1,-,7.03
Hidde ter Avest,Twente,22,"D(R),M(R)",31,2753,-,1,35.8,72.6,0.5,1.8,-,7.03
Kasper Larsen,FC Groningen,26,D(C),22,1923,1,0.1,36.6,83.2,-,3.5,-,7.03
Jordy de Wijs,Excelsior,24,D(C),15,1298,-,0.4,35.1,79.5,0.1,2.6,-,7.02
Sean Klaiber,FC Utrecht,24,"D(R),M(CR)",10(4),970,2,1.4,35.1,77.4,0.4,1.9,0.1,7.02
Robin Gosens,Heracles,24,"D(L),M(CL)",27(1),2330,4,0.9,38.2,82.1,1.1,3,-,7.02
Brandley Kuwas,Heracles,26,"AM(CR),FW",27(6),2402,6,2,20.5,78.5,1.2,1,-,7.00
Frenkie de Jong,Ajax,22,"D(C),DMC",1(3),149,-,2,34.3,87.6,-,1.5,-,6.99
Robin van der Meer,FC Utrecht,24,D(L),18(1),1545,-,0.3,45.1,80.7,0.5,4.6,-,6.99
Wout Weghorst,AZ Alkmaar,26,FW,27(6),2419,3,1.2,25.8,73.8,0.1,0.3,-,6.98
Derick Katuku Tshimanga,Willem II,30,D(L),21(1),1711,1,0.7,25.4,78.9,0.6,2.3,-,6.98
Samir Memisevic,FC Groningen,25,"D(C),DMC",21(5),1940,1,0.2,32.4,82.9,-,1.9,-,6.98
Kamohelo Mokotjo,Twente,28,DMC,32(1),2831,2,0.8,64.5,87.1,-,3.9,0.1,6.98
Derrick Luckassen,AZ Alkmaar,23,"D(CR),DMC",35,3084,-,0.6,47.8,83.9,0.1,4.1,-,6.97
Dario Dumic,NEC Nijmegen,27,D(C),34,3060,4,0.4,37,76.6,-,4.4,0.1,6.97
Hans Hateboer,FC Groningen,25,"D(R),M(R)",19,1710,4,1,34.9,78.4,0.7,2.2,-,6.97
Stefan Thesker,Twente,28,"D(CL),DMC",28(1),2431,2,0.2,50.9,85.7,0.1,4.4,-,6.97
Kevin Conboy,FC Utrecht,31,"D(L),DMC",14(3),1236,1,0.3,37.8,78.7,0.4,4.4,0.1,6.97
Jairo Riedewald,Ajax,22,"D(CL),DMC",11(5),1092,-,0.6,60.2,92.4,-,4.5,0.1,6.97
Lewis Baker,Vitesse,24,M(C),33,2908,2,1.8,47.3,82.6,1,3.7,-,6.96
Ryan Sanusi,Sparta Rotterdam,27,M(C),19(2),1682,1,0.7,39.2,78,0.1,1.7,-,6.96
Roy Kortsmit,Sparta Rotterdam,26,GK,33,2970,-,-,28.1,47.6,-,8.8,-,6.95
Reza Ghoochannejhad,SC Heerenveen,31,"AM(CR),FW",35,3014,3,0.9,21.7,80.2,-,0.4,0.1,6.95
Matthijs de Ligt,Ajax,19,D(C),6(5),565,-,-,38.7,85.7,-,2.3,-,6.95
Miquel Nelom,Feyenoord,28,D(L),12(5),1194,1,0.9,35.7,80.9,0.5,3.9,0.1,6.95
Valeri Qazaishvili,Vitesse,26,"AM(CLR),FW",2(1),161,-,0.7,19.3,81,0.3,0.3,-,6.95
Yoëll van Nieff,FC Groningen,26,"D(CL),DMC",18(5),1632,1,0.8,28.9,73.6,0.7,2.7,-,6.95
Sergio Padt,FC Groningen,29,GK,36,3240,-,0.1,33.6,49.1,-,9.2,-,6.94
Bersant Celina,Twente,22,"AM(CLR),FW",26(1),2158,4,1.5,31.7,79.3,0.9,1.3,0.1,6.94
Jurgen Mattheij,Excelsior,26,D(C),31,2662,1,0.2,34.5,77,-,3.5,-,6.94
Ryan Koolwijk,Excelsior,33,M(C),28(4),2349,2,0.9,37.1,77.8,0.5,2.5,-,6.93
Jeremiah St. Juste,SC Heerenveen,22,"D(CR),DMC",28,2336,1,0.2,57.6,89.8,-,3.4,-,6.93
Sander Duits,Go Ahead Eagles,35,DMC,29(1),2356,-,0.6,36.7,80.5,0.1,2.3,-,6.93
Dico Koppers,Willem II,27,"D(L),M(L)",11(6),1111,2,0.8,20.2,67.6,0.8,2.1,-,6.93
Dion Malone,ADO Den Haag,30,"D(R),DMC",13,1148,3,1.2,27.6,75.8,0.1,1.9,-,6.93
Ron Vlaar,AZ Alkmaar,34,D(C),23(1),2044,-,0.1,44.4,85,-,5,-,6.93
Adil Auassar,Roda,32,"D(C),M(CL)",24(5),2254,4,1.1,33.9,68,0.8,2.6,0.1,6.93
Daniel Crowley,Go Ahead Eagles,21,AM(C),15(1),1275,2,1.3,41.8,83.7,0.5,2,0.1,6.92
Zakaria Labyad,FC Utrecht,26,"AM(CLR),FW",11(7),1035,3,1.4,22.4,79.5,1.1,1,0.1,6.91
Jason Davidson,FC Groningen,28,D(L),22,1863,3,1,32.9,72.9,0.6,1.1,-,6.91
Ramon Leeuwin,FC Utrecht,31,D(C),35(1),3079,-,0.2,53.8,86.2,-,5.3,-,6.91
Hicham Faik,Excelsior,27,M(C),17(5),1560,1,0.9,37.8,77.5,0.8,2.2,0.1,6.91
Mats Seuntjens,AZ Alkmaar,27,"M(CLR),FW",19(6),1571,1,0.8,37.7,85.5,0.1,3.3,0.2,6.91
Maikel van der Werff,Vitesse,30,D(C),16(1),1353,-,0.5,46.8,84.4,-,5.6,-,6.91
Mohamed Rayhi,NEC Nijmegen,25,"AM(L),FW",21(5),1942,3,0.8,21.8,73.7,0.4,0.7,0.1,6.90
José San Román,ADO Den Haag,30,D(R),11(1),994,1,1.1,29.8,67.9,1.3,3.1,-,6.90
Sinan Bytyqi,Go Ahead Eagles,24,Midfielder,2(2),225,1,1.3,23,84.8,1,0.8,-,6.90
Jürgen Locadia,PSV Eindhoven,25,"AM(LR),FW",9(5),766,2,0.9,23.6,74.9,0.3,1.3,-,6.90
Joris Delle,NEC Nijmegen,29,GK,34,3060,-,-,31.4,55,-,10.4,-,6.90
Thomas Bruns,Heracles,27,AM(CL),31(1),2621,4,1.2,43.2,78.1,0.4,4.8,0.1,6.89
André Onana,Ajax,23,GK,32,2880,1,-,28,75.1,-,5.1,-,6.89
Jordens Peters,Willem II,32,D(C),31,2718,-,0.3,51.4,83.4,-,5.7,-,6.89
Matt Miazga,Vitesse,23,D(C),15(8),1436,2,0.1,39.5,83.8,-,3.5,-,6.88
Mikael Dyrestam,NEC Nijmegen,27,D(CR),15(2),1393,-,0.4,34.8,75.8,0.3,2.1,-,6.88
Brad Jones,Feyenoord,37,GK,32,2880,-,-,21.7,63.9,-,6.3,-,6.88
Bart Nieuwkoop,Feyenoord,23,D(R),6(7),589,3,0.7,19.7,81.6,0.1,0.6,-,6.88
Jonas Svensson,AZ Alkmaar,26,"D(R),DMC",13,1093,2,0.7,40.7,80.3,0.5,1.5,-,6.88
Marko Vejinovic,Feyenoord,29,M(C),1(1),106,-,1.5,50.5,87.1,0.5,2.5,-,6.88
Wout Brama,FC Utrecht,32,DMC,17(1),1570,1,0.4,45.4,83.4,-,3.7,-,6.87
Lucas Bijker,SC Heerenveen,26,D(CL),35,3080,1,0.7,44.4,81.5,0.4,3.3,-,6.87
Arbër Zeneli,SC Heerenveen,24,AM(LR),29(5),2499,3,1.4,27.8,78.5,0.6,1,-,6.87
Mohamed El Makrini,Roda,31,DMC,9(2),846,1,0.2,28.6,76.8,0.3,1.8,-,6.87
Aaron Meijers,ADO Den Haag,31,"D(L),DMC",19,1641,3,0.6,37,69.3,0.3,3.4,-,6.87
Stefano Marzo,SC Heerenveen,28,"D(R),DMC",35,3060,5,0.7,47.9,82.6,0.5,3.3,-,6.87
Bryan Linssen,FC Groningen,28,"AM(CLR),FW",25(5),2079,1,0.9,16.9,68.6,0.4,0.6,0.1,6.86
Eloy Room,Vitesse,30,GK,33,2951,-,-,28.5,66.4,-,7.8,-,6.86
Lerin Duarte,Heracles,28,"D(L),M(CR)",15(3),1181,1,0.8,33.4,80.7,0.2,1.8,-,6.86
Mark van der Maarel,FC Utrecht,29,D(CLR),13(9),1323,-,0.5,34.7,81.7,0.2,3,-,6.85
Bart Ramselaar,PSV Eindhoven,23,AM(CL),22(5),1822,3,1,24,86,-,0.6,0.1,6.85
Danny Holla,PEC Zwolle,31,DMC,24(1),2092,4,1.8,37.4,78.8,1.4,4.6,0.1,6.85
Bram Castro,Heracles,36,GK,34,2991,-,0.1,31.1,66.3,-,6.9,-,6.85
Thomas Kok,Willem II,21,Midfielder,1,90,-,-,23,56.5,-,1,-,6.85
André Fomitschow,NEC Nijmegen,28,D(L),23(2),1957,3,1.4,34.8,70.5,1.2,2.2,-,6.85
Heiko Westermann,Ajax,35,D(CLR),1(3),157,-,0.3,31.8,92.9,-,3.8,-,6.85
Danny Bakker,ADO Den Haag,24,"D(C),DMC",19,1628,-,0.2,38.6,74.3,0.1,3.6,-,6.85
Anwar El Ghazi,Ajax,24,"AM(LR),FW",7(5),621,2,0.7,18.9,81.5,0.8,0.4,-,6.85
Bram van Polen,PEC Zwolle,33,D(CLR),31,2687,2,0.7,41.5,79.8,0.5,4.7,-,6.85
Anouar Kali,Willem II,28,DMC,26(2),2373,2,0.8,53.9,82.6,0.1,4.3,0.1,6.84
David Jensen,FC Utrecht,27,GK,23(1),2116,-,-,27.1,62.7,-,8.8,-,6.84
Marcel Ritzmaier,Go Ahead Eagles,26,"D(L),M(CL)",28,2417,3,1.2,40,78.6,1.3,3.4,-,6.84
Tim Breukers,Heracles,31,D(LR),24(1),2206,1,0.7,40.4,78.6,0.2,2.9,-,6.84
Brahim Darri,Heracles,24,AM(L),14(15),1436,4,0.9,16.7,86.6,0.3,0.5,0.1,6.84
Joey Pelupessy,Heracles,26,DMC,34,2992,2,0.5,46,89.8,-,2.8,-,6.84
Joachim Andersen,Twente,23,D(C),21(1),1814,1,0.4,53.4,81.7,-,7,-,6.84
Loris Brogno,Sparta Rotterdam,26,AM(LR),18(4),1417,6,1,15.7,73.6,0.5,0.5,-,6.84
Mike te Wierik,Heracles,27,D(CR),29,2592,1,0.5,51.8,84.6,0.2,4.7,-,6.84
Ruben Yttergård Jenssen,FC Groningen,31,M(CL),35,3098,3,1.1,47.1,82.6,0.3,2.7,0.1,6.84
Fernando Lewis,AZ Alkmaar,26,"D(CR),M(L)",1(1),135,-,-,31,85.5,0.5,2.5,-,6.84
Denzel Dumfries,Sparta Rotterdam,23,D(R),30(1),2646,1,0.5,30.2,64.9,0.6,1.4,-,6.83
Oleksandr Zinchenko,PSV Eindhoven,22,"D(L),M(CR)",4(8),497,3,1.6,30.7,85.6,0.8,1.1,0.3,6.83
Darryl Lachman,Willem II,29,D(C),32,2880,-,0.3,48.3,83.8,0.1,4.7,-,6.83
Rico Strieder,FC Utrecht,26,DMC,16,1336,1,0.4,46,84.2,0.1,4.1,-,6.83
Edouard Duplan,ADO Den Haag,36,AM(CLR),29(4),2522,4,1.4,30,76.8,1.2,1.1,-,6.83
Luciano Narsingh,PSV Eindhoven,28,AM(LR),9(6),801,1,1.4,18.4,82.2,1.2,0.2,-,6.83
Arnold Kruiswijk,Vitesse,34,D(CL),24(3),2105,-,0.4,42.6,85.3,-,2.6,-,6.83
Khalid Karami,Excelsior,29,D(LR),33,2970,3,0.8,35.3,70.2,0.6,3.6,-,6.82
Nicolai Brock-Madsen,PEC Zwolle,26,FW,20(3),1772,1,1,19.1,67,-,0.3,-,6.82
Rens van Eijden,AZ Alkmaar,31,D(C),23,2026,-,0.3,49.6,87.5,-,5.5,-,6.82
Gyrano Kerk,FC Utrecht,23,"AM(R),FW",14(4),1129,4,0.7,9.1,60.7,0.2,0.1,-,6.82
Michel Breuer,Sparta Rotterdam,39,D(C),32,2764,-,0.2,39.1,75.5,-,3.6,-,6.81
Giovanni Troupée,FC Utrecht,21,D(R),27(4),2401,2,0.4,30.4,82.8,0.4,1.5,-,6.81
Simon Tibbling,FC Groningen,24,"DMC,M(R)",22(4),1878,2,1.6,29.9,83.9,1.2,0.9,-,6.81
Funso Ojo,Willem II,27,DMC,28,2495,-,0.6,46.3,81.4,0.3,2.2,-,6.81
Sander Fischer,Go Ahead Eagles,30,D(C),33,2938,-,0.1,44.2,83.7,-,3.4,-,6.80
Kenny Tete,Ajax,23,"D(R),M(R)",5,450,-,1,62.2,85.9,0.2,3.4,-,6.80
Calvin Verdonk,PEC Zwolle,22,D(L),14(3),1357,-,0.6,40.3,78.2,0.8,4.5,-,6.80
Yuki Kobayashi,SC Heerenveen,27,AM(CR),30(1),2686,-,0.8,53.9,84.1,0.4,3.1,-,6.80
Queensy Menig,PEC Zwolle,23,"AM(LR),FW",29(2),2532,1,0.9,16,76.2,0.4,0.4,-,6.79
Glenn Bijl,FC Groningen,23,"D(R),DMC",2,180,1,1.5,27.5,87.3,0.5,4,-,6.79
Jorrit Hendrix,PSV Eindhoven,24,"D(C),DMC",8(11),893,-,0.7,27.9,86.8,0.2,2.5,0.2,6.79
Daryl Werker,Roda,25,D(C),19(4),1754,-,0.2,24.1,72,-,2.4,-,6.79
Iliass Bel Hassani,AZ Alkmaar,26,AM(CLR),14(11),1315,5,1.6,25.7,70.5,1.2,1.2,0.1,6.79
Tom Beugelsdijk,ADO Den Haag,28,D(C),26(2),2331,-,0.2,30.5,77.3,-,2.8,-,6.79
Ernestas Setkus,ADO Den Haag,34,GK,22,1963,-,-,32.4,52.8,-,9.5,-,6.79
Peet Bijen,Twente,24,D(C),23(3),2059,1,0.3,43.6,86.8,-,2.7,-,6.78
Doke Schmidt,SC Heerenveen,27,D(CLR),10(3),929,-,0.2,47.4,89.1,-,6.8,-,6.78
Nick Marsman,Twente,28,GK,34,3060,-,-,31.6,67,-,8,-,6.77
Tom Hiariej,FC Groningen,30,"D(R),DMC",21(4),1959,2,1,32.5,77,0.4,1.7,0.1,6.77
Mattias Johansson,AZ Alkmaar,27,D(R),22(3),1988,1,0.4,35.7,77.5,0.2,2.7,-,6.77
Iván Calero,Sparta Rotterdam,24,AM(L),7(1),573,-,0.6,18.4,70.1,0.5,0.5,-,6.77
Tom Muyters,Excelsior,34,GK,17,1530,-,-,34.3,54.2,-,8.5,-,6.77
Luigi Bruins,Excelsior,32,AM(CL),18(6),1621,4,1,36.3,78.2,0.3,2.5,-,6.76
Navarone Foor,Vitesse,27,M(CLR),26(3),2232,1,1,34.6,80.7,0.8,1.3,-,6.76
Leeroy Owusu,Excelsior,22,D(LR),5,443,-,0.6,32.4,74.7,0.4,2.8,0.2,6.76
Siem de Jong,PSV Eindhoven,30,"AM(C),FW",10(9),961,1,0.9,23.1,82.2,0.1,0.6,0.1,6.76
Etiënne Reijnen,FC Groningen,32,D(CR),25(4),2377,2,0.3,42.8,83.6,0.1,3.2,-,6.76
Michael Heinloth,NEC Nijmegen,27,D(R),17(4),1557,1,0.7,28.4,69.5,0.5,1.9,-,6.76
Gervane Kastaneer,ADO Den Haag,23,"AM(L),FW",12(2),951,1,0.6,11,63,0.2,0.2,-,6.75
Ard van Peppen,Roda,34,D(L),32,2841,-,0.7,36.5,74.3,0.5,4.8,-,6.75
Lucas Woudenberg,Feyenoord,25,D(L),5(3),482,-,0.5,33.5,86.9,0.8,2.8,-,6.75
Oussama Idrissi,FC Groningen,23,AM(LR),17(12),1545,3,1.2,18.9,75,0.8,1.3,0.1,6.75
Kevin Diks,Vitesse,22,D(R),11,942,-,0.9,44.3,76.8,0.4,3.4,-,6.75
Yaw Yeboah,Twente,22,AM(R),20(6),1726,1,0.8,23.4,80.5,0.4,0.3,0.1,6.75
Mike Havenaar,ADO Den Haag,32,FW,21(7),1931,1,0.5,13.8,59.5,-,0.2,-,6.75
Robin van der Meer,Go Ahead Eagles,24,D(L),3,245,-,0.3,30.3,75.8,0.3,3,-,6.74
Nacer Barazite,FC Utrecht,29,"AM(C),FW",20(11),1956,4,1.4,22.9,74,0.5,1.4,0.2,6.74
Jeffry Fortes,Excelsior,30,"D(R),DMC",15(5),1428,-,0.3,30.9,74.1,0.1,1.5,-,6.74
Ryan Thomas,PEC Zwolle,24,AM(CL),24(7),2221,5,1,27,74.3,0.3,2,-,6.74
Justin Hoogma,Heracles,21,D(C),34,3060,1,0.2,58.9,86.1,-,5.9,-,6.73
Frederic Ananou,Roda,21,D(CR),17(1),1463,-,0.2,28.6,87.4,-,2,-,6.73
Wojciech Golla,NEC Nijmegen,27,D(C),33,2908,1,0.3,37.2,81.4,0.2,2.5,-,6.73
Sheran Yeini,Vitesse,32,"D(CR),DMC",8(2),768,-,0.7,44.2,79.9,0.2,2.6,0.2,6.73
Dani Schahin,Roda,29,FW,13(5),1147,-,0.9,23.6,66.3,-,0.7,-,6.73
Daniel Schwaab,PSV Eindhoven,30,"D(CR),DMC",13(10),1317,-,0.1,41.7,87.8,-,2.8,-,6.73
Sam Lammers,PSV Eindhoven,22,FW,1(4),144,-,0.4,7.4,67.6,-,-,-,6.72
Dirk Marcellis,PEC Zwolle,31,D(CR),29,2591,-,0.4,52.2,84.9,0.1,4.9,-,6.72
Kelvin Leerdam,Vitesse,29,"D(LR),DMC",25(3),2279,5,0.9,35.4,72.5,-,2.5,-,6.72
Guus Joppen,Willem II,29,D(LR),9(2),701,1,0.5,21.2,76.8,0.4,1.7,-,6.72
Reuven Niemeijer,Heracles,24,AM(C),7(4),610,-,0.2,14.7,77.2,-,0.4,-,6.72
Thom Haye,Willem II,24,AM(CLR),26(6),2039,1,1.3,20.2,65.5,1,1.8,-,6.72
Wilfried Kanon,ADO Den Haag,25,D(CL),27(1),2433,1,0.3,30.4,75.4,0.1,2.5,-,6.71
Jay-Roy Grot,NEC Nijmegen,21,"AM(LR),FW",17(3),1355,-,0.7,16.9,60.9,0.2,0.3,0.1,6.71
Robert Zwinkels,ADO Den Haag,36,GK,12,1080,-,-,33.1,59.4,-,11.1,-,6.71
Marcos Gullón,Roda,30,"D(C),M(C)",13(2),1123,-,0.2,29.6,82,-,1.8,-,6.71
Dabney dos Santos,AZ Alkmaar,22,AM(CL),21(10),1949,6,1.4,20.1,71.4,0.8,1.2,0.1,6.71
Bilal Basacikoglu,Feyenoord,24,AM(LR),5(19),784,5,1.2,11.2,69.5,0.7,0.5,-,6.70
Fredy Ribeiro,Excelsior,29,"AM(CLR),FW",31(1),2692,4,1,27.2,75.4,0.7,0.8,0.1,6.70
Kenneth Dougall,Sparta Rotterdam,26,DMC,14(6),1413,1,0.6,30.5,77.7,0.2,1.4,-,6.69
Nathan,Vitesse,23,AM(CL),19(8),1524,2,0.5,20.9,76,0.1,1.3,-,6.69
Danny Hoesen,FC Groningen,28,"AM(LR),FW",6(4),518,-,0.6,11.1,70.3,0.1,0.1,-,6.69
Tyronne Ebuehi,ADO Den Haag,23,D(LR),27(2),2486,1,0.6,33.9,75.9,0.4,2.6,-,6.68
Adnane Tighadouini,Vitesse,26,"AM(L),FW",17(8),1543,1,1,21.9,76.1,0.6,1.4,-,6.68
Abdenasser El Khayati,ADO Den Haag,30,AM(C),8(4),689,-,1.2,20.8,80,0.7,1.4,-,6.68
Kristoffer Peterson,FC Utrecht,24,AM(CLR),0(3),32,-,0.7,2.7,87.5,-,-,-,6.68
Paul Gladon,Heracles,27,FW,3,270,-,0.7,19.7,66.1,-,1,-,6.68
Joris van Overeem,AZ Alkmaar,25,M(CLR),20(7),1845,7,1.4,30.8,77.8,0.5,1.3,0.1,6.68
Jordy Croux,Willem II,25,AM(LR),23(6),2176,7,1.4,16.9,73.6,1.8,0.6,-,6.68
Ben Rienstra,AZ Alkmaar,29,"D(C),M(C)",18(5),1766,1,0.8,47.3,82,-,2.1,0.1,6.68
Richairo Zivkovic,FC Utrecht,22,"AM(R),FW",21(13),1985,2,0.5,10.9,74.1,0.1,0.2,0.1,6.68
Pele van Anholt,Willem II,28,"D(LR),DMC",22(1),1988,-,0.7,29.1,76.2,0.6,2.5,-,6.67
Tim Krul,AZ Alkmaar,31,GK,18,1650,-,0.1,31,56.1,-,9.8,-,6.67
Jeff Hardeveld,FC Utrecht,24,D(CL),5(2),422,-,0.9,36.6,79.3,0.7,5.3,-,6.67
