Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
1 Fsv Mainz 05,Kenan Kodro,0,0,0,3,1,6.50
Bayern Munchen,Meritan Shabani,0,0,0,0,2,6.50
Rb Leipzig,Yvon Mvogo,0,0,1,0,0,6.50
1 Fsv Mainz 05,Karim Onisiwo,0,0,7,1,7,6.50
1 Fc Koln,Nikolas Nartey,0,0,0,0,0,6.50
Bayer 04 Leverkusen,Stefan Kießling,0,0,1,0,0,6.50
Werder Bremen,Ulisses Garcia,0,0,2,0,1,6.50
Eintracht Frankfurt,Slobodan Medojević,0,0,0,0,0,6.50
Werder Bremen,Ole Käuper,0,0,0,2,6,6.50
Freiburg,Caleb Stanko,0,0,6,1,2,6.50
Wolfsburg,Sebastian Jung,0,0,4,0,2,6.50
1 Fc Koln,Filip Kusić,0,0,1,0,0,6.50
Freiburg,Florian Kath,0,0,0,8,15,6.49
Hamburger Sv,Bakery Jatta,1,0,5,3,14,6.49
Werder Bremen,Jérôme Gondorf,2,0,9,6,12,6.48
Fc Schalke 04,Fabian Reese,0,0,1,2,2,6.48
Eintracht Frankfurt,Branimir Hrgota,0,0,1,0,5,6.46
Hertha Bsc,Palkó Dárdai,0,0,0,0,0,6.45
1 Fc Koln,Birk Risa,1,0,0,0,1,6.45
Wolfsburg,Renato Steffen,0,0,5,5,10,6.44
Hannover 96,Noah Joel Sarenren Bazee,0,0,3,0,0,6.43
Hannover 96,Manuel Schmiedebach,0,0,3,5,5,6.42
Bayer 04 Leverkusen,Ramazan Özcan,0,0,0,0,0,6.40
Hamburger Sv,Törles Knöll,0,0,0,0,0,6.40
1 Fsv Mainz 05,Jairo Samperio,0,0,0,0,1,6.40
1 Fc Koln,Anas Ouahim,0,0,0,0,1,6.40
Borussia Mgladbach,Mandela Egbo,0,0,2,0,0,6.40
Hannover 96,Michael Esser,0,0,2,0,0,6.40
Hannover 96,Sebastian Maier,1,1,0,4,11,6.40
Augsburg,Shawn Parker,0,0,0,0,0,6.35
Vfb Stuttgart,Ebenezer Ofori,0,0,0,0,0,6.30
Wolfsburg,Elvis Rexhbecaj,0,0,2,2,4,6.28
Hertha Bsc,Julian Schieber,0,0,2,0,1,6.27
Freiburg,Mohamed Dräger,0,0,0,0,0,6.20
Hamburger Sv,Josha Vagnoman,0,0,0,0,1,6.20
Vfb Stuttgart,Jacob Bruun Larsen,0,0,0,1,1,6.18
Vfb Stuttgart,Dženis Burnić,0,0,3,4,9,6.10
Freiburg,Onur Bulut,0,0,0,0,0,6.10
Wolfsburg,Kaylen Hinds,0,0,0,1,1,6.10
Bayer 04 Leverkusen,Aleksandar Dragović,0,0,0,0,0,6.00
Eintracht Frankfurt,Marijan Ćavar,0,0,0,0,0,5.80
Augsburg,Christoph Janker,0,0,3,1,4,5.80
Borussia Dortmund,Roman Weidenfeller,0,1,0,0,0,5.50
Borussia Dortmund,Sergio Gómez,0,0,0,0,0,0.00
Fc Schalke 04,Coke,0,0,0,0,0,0.00
Vfb Stuttgart,Anto Grgic,0,0,0,0,0,0.00
Borussia Mgladbach,Marcel Benger,0,0,0,0,0,0.00
